,method,metric
228,InputXGradient,2.147498012991152
229,InputXGradient,1.7234041878859554
230,InputXGradient,1.7587094159820045
231,InputXGradient,1.6744076527505456
232,InputXGradient,2.5511076422556607
233,InputXGradient,2.185814823776535
234,causal,0.2358523667307818
235,causal,0.2358523667307818
236,causal,0.2521683909401122
237,causal,0.2521683909401122
238,causal,0.2521683909401122
239,causal,0.2687547398786267
240,IntegratedGradients,1.716872584354495
241,IntegratedGradients,2.0347657897501708
242,IntegratedGradients,1.5844229714579363
243,IntegratedGradients,1.7056509297117874
244,IntegratedGradients,1.6070903783499724
245,IntegratedGradients,2.1352036367566525
246,Saliency,2.533208124093477
247,Saliency,4.1332982515332315
248,Saliency,3.8518422705459066
249,Saliency,2.732548060681443
250,Saliency,4.001006316786559
251,Saliency,4.462777098303986
252,GradientShap,2.003463439062019
253,GradientShap,2.245154661725531
254,GradientShap,1.8963799146152518
255,GradientShap,2.0252002631620414
256,GradientShap,1.769155910398238
257,GradientShap,2.566070708093998
258,InputXGradient,1.9512236641494598
259,InputXGradient,2.259640899380299
260,InputXGradient,1.892995782168257
261,InputXGradient,1.9447589296798533
262,InputXGradient,1.7923907164026058
263,InputXGradient,2.768375098041318
264,causal,0.16120075503955011
265,causal,0.1985293892009506
266,causal,0.2509227107319969
267,causal,0.2509227107319969
268,causal,0.2509227107319969
269,causal,0.2509227107319969
270,IntegratedGradients,1.810506663599473
271,IntegratedGradients,1.513925264169326
272,IntegratedGradients,1.3354939690783356
273,IntegratedGradients,2.293006468469907
274,IntegratedGradients,1.8731417819925236
275,IntegratedGradients,1.5884716991618564
276,Saliency,2.7472250447402273
277,Saliency,2.0427852196519867
278,Saliency,3.169979568211702
279,Saliency,3.949220450182492
280,Saliency,4.075900818793429
281,Saliency,3.359152663826957
282,GradientShap,2.09602718128081
283,GradientShap,1.64001545723793
284,GradientShap,1.729288458658389
285,GradientShap,2.494755503327079
286,GradientShap,2.218897336962245
287,GradientShap,1.964991104944931
288,InputXGradient,1.9915191873329452
289,InputXGradient,1.7201919505681658
290,InputXGradient,1.5645415994462295
291,InputXGradient,2.6695176215542418
292,InputXGradient,2.033465995524393
293,InputXGradient,1.9442454127180966
294,causal,0.1895220169114053
295,causal,0.1895220169114053
296,causal,0.1895220169114053
297,causal,0.1895220169114053
298,causal,0.1895220169114053
299,causal,0.3063098383787458
300,IntegratedGradients,1.791960242181274
301,IntegratedGradients,1.7377892915603765
302,IntegratedGradients,1.6146821132423175
303,IntegratedGradients,1.7652479926968576
304,IntegratedGradients,1.7897853729147557
305,IntegratedGradients,1.5857273960691085
306,Saliency,2.892066654201936
307,Saliency,4.469036713673836
308,Saliency,2.1796005321020604
309,Saliency,2.6412999707161857
310,Saliency,2.7126397316735607
311,Saliency,3.331620216409108
312,GradientShap,1.878286296901251
313,GradientShap,1.8645959654848077
314,GradientShap,1.917053566823492
315,GradientShap,1.9476644060802337
316,GradientShap,1.9828097444330568
317,GradientShap,1.8696427253664907
318,InputXGradient,2.092537800109265
319,InputXGradient,1.9226930194738803
320,InputXGradient,1.8110416744890636
321,InputXGradient,1.9934293906198788
322,InputXGradient,2.056858518305603
323,InputXGradient,2.176842986048146
324,causal,0.21084659551645396
325,causal,0.25570313861640454
326,causal,0.25570313861640454
327,causal,0.25570313861640454
328,causal,0.25944532583844393
329,causal,0.25944532583844393
330,IntegratedGradients,1.5811229667411586
331,IntegratedGradients,1.6184178652006032
332,IntegratedGradients,1.6210251628789867
333,IntegratedGradients,1.6168450165021777
334,IntegratedGradients,1.6520756106056786
335,IntegratedGradients,1.492519908016095
336,Saliency,3.0642747542946718
337,Saliency,3.3889536937855738
338,Saliency,2.9096861876076536
339,Saliency,2.6412218891726145
340,Saliency,3.5706843751217185
341,Saliency,3.708436747136765
342,GradientShap,2.0409335554640284
343,GradientShap,1.833260964208305
344,GradientShap,1.722478096920774
345,GradientShap,1.9191481706773137
346,GradientShap,1.8030515333911696
347,GradientShap,1.8111368647431125
348,InputXGradient,1.8673892755366504
349,InputXGradient,1.77626867867486
350,InputXGradient,1.7883588510548367
351,InputXGradient,1.9754933236814074
352,InputXGradient,1.8518514733953908
353,InputXGradient,1.9259356736162687
354,causal,0.12092358750017203
355,causal,0.14062633908507158
356,causal,0.2629953859977425
357,causal,0.2629953859977425
358,causal,0.2629953859977425
359,causal,0.2629953859977425
360,IntegratedGradients,1.623405432071177
361,IntegratedGradients,1.7682393773819407
362,IntegratedGradients,1.5487320041786834
363,IntegratedGradients,1.5017114852682025
364,IntegratedGradients,1.7524161719123346
365,IntegratedGradients,1.548744392073091
366,Saliency,2.9906942795833498
367,Saliency,3.271990479815288
368,Saliency,3.2913355873167225
369,Saliency,3.2904431556028912
370,Saliency,2.424243822193391
371,Saliency,3.1892916811176297
372,GradientShap,1.7777336026432111
373,GradientShap,2.0201377119590926
374,GradientShap,1.76576842930573
375,GradientShap,1.7536969589719391
376,GradientShap,1.9315692979029917
377,GradientShap,1.7110003758463572
378,InputXGradient,1.9940984678426712
379,InputXGradient,1.9843152804383495
380,InputXGradient,1.9801893825035815
381,InputXGradient,1.8075119198392111
382,InputXGradient,2.1009470546599394
383,InputXGradient,1.846684818549046
384,causal,0.24516292766413098
385,causal,0.2631083095392447
386,causal,0.2631083095392447
387,causal,0.2631083095392447
388,causal,0.2631083095392447
389,causal,0.2631083095392447
390,IntegratedGradients,1.7575857752351502
391,IntegratedGradients,1.589823916136508
392,IntegratedGradients,1.4612804377574033
393,IntegratedGradients,1.4399171576652134
394,IntegratedGradients,1.613844441963309
395,IntegratedGradients,1.9047688619451302
396,Saliency,3.515531008041439
397,Saliency,3.2418323802806093
398,Saliency,3.0509661720661825
399,Saliency,3.0455700594746005
400,Saliency,2.88848404503669
401,Saliency,3.322084636979367
402,GradientShap,2.029007478115709
403,GradientShap,1.8622269620737777
404,GradientShap,1.763122313089436
405,GradientShap,1.7772301429721098
406,GradientShap,2.03888577038471
407,GradientShap,2.358257596914321
408,InputXGradient,2.1086728519688256
409,InputXGradient,1.7713940658934353
410,InputXGradient,1.7212891722686796
411,InputXGradient,1.592628467246331
412,InputXGradient,2.023492188555928
413,InputXGradient,2.519757850556904
414,causal,0.2581948673457539
415,causal,0.274639965261927
416,causal,0.36669416583009623
417,causal,0.36669416583009623
418,causal,0.36669416583009623
419,causal,0.36669416583009623
420,IntegratedGradients,1.438046923563332
421,IntegratedGradients,1.7811983685567199
422,IntegratedGradients,1.5940764545823716
423,IntegratedGradients,1.8227581499823255
424,IntegratedGradients,1.5289796122748571
425,IntegratedGradients,1.5892910320566829
426,Saliency,2.6702250947760726
427,Saliency,4.184007968367333
428,Saliency,3.4101307269089665
429,Saliency,4.017649278415927
430,Saliency,3.364001789727352
431,Saliency,3.351833007673002
432,GradientShap,1.7491000496844689
433,GradientShap,2.0527216937810815
434,GradientShap,1.7127805526096327
435,GradientShap,2.081631380156609
436,GradientShap,1.776296714935015
437,GradientShap,1.969905167086363
438,InputXGradient,1.7136320992477614
439,InputXGradient,1.9735575471113256
440,InputXGradient,1.7269822117717055
441,InputXGradient,2.0598744490718386
442,InputXGradient,1.8075241997945815
443,InputXGradient,1.9147624731893536
444,causal,0.19977031182717186
445,causal,0.3405847899186724
446,causal,0.3405847899186724
447,causal,0.3405847899186724
448,causal,0.3405847899186724
449,causal,0.3405847899186724
450,IntegratedGradients,1.618961240817225
451,IntegratedGradients,1.5294187298701296
452,IntegratedGradients,2.0034789275819676
453,IntegratedGradients,1.6152922312291027
454,IntegratedGradients,1.6264569022741548
455,IntegratedGradients,1.4795419506219756
456,Saliency,5.120186248582907
457,Saliency,3.0347839882249446
458,Saliency,4.474251060841452
459,Saliency,2.732509535759676
460,Saliency,2.6198737746344367
461,Saliency,2.975006931902539
462,GradientShap,1.8773963900320232
463,GradientShap,1.8587306709938696
464,GradientShap,2.261254268411589
465,GradientShap,1.8455448482399706
466,GradientShap,1.9165742354855588
467,GradientShap,1.6841551449133463
468,InputXGradient,1.9052218543728885
469,InputXGradient,1.7533988147459647
470,InputXGradient,2.304517635732332
471,InputXGradient,1.767628537940508
472,InputXGradient,1.9381689521848229
473,InputXGradient,1.685322464208267
474,causal,0.3891742956892066
475,causal,0.3891742956892066
476,causal,0.3891742956892066
477,causal,0.3891742956892066
478,causal,0.3891742956892066
479,causal,0.3891742956892066
480,IntegratedGradients,1.3935728518351085
481,IntegratedGradients,1.5317709285897327
482,IntegratedGradients,1.608633200373476
483,IntegratedGradients,1.5909425248231392
484,Saliency,2.1452419614676015
485,Saliency,2.8497172251692273
486,Saliency,3.4247195457852393
487,Saliency,3.016131693748176
488,GradientShap,1.7765178994471988
489,GradientShap,1.7928067181172722
490,GradientShap,1.966488491997186
491,GradientShap,1.9174212902795145
492,InputXGradient,1.7552995184032292
493,InputXGradient,1.840683895197929
494,InputXGradient,1.8919304034764446
495,InputXGradient,1.8529886200003884
496,causal,0.12102295157023367
497,causal,0.20682559855309413
498,causal,0.2625994898695241
499,causal,0.3755713475201908
