,method,metric
0,Causal,32.89738794427443
1,Causal,40.71727829816876
2,Causal,29.430954153360705
3,Causal,38.92291289701907
4,Causal,46.295366135859744
5,Causal,36.17776226030965
6,Causal,34.42150629142501
7,Causal,39.626738683010224
8,Causal,37.68200108583899
9,Causal,38.59775038048861
10,Causal,36.503931954830655
11,Causal,39.4113783215215
12,Causal,38.50029058888212
13,Causal,39.170735720721986
14,Causal,35.89598065780536
15,Causal,36.51125505304348
16,Causal,44.14410744691078
